1659, -20831, 823, 4, 329, 1.500000
2378, -412, 927, 4, 329, 1.500000
2875, 23581, 799, 4, 497, 1.500000
3373, -19019, 704, 4, 332, 1.500000
3745, -6369, 1298, 9, 331, 1.500000
4095, 2434, 887, 4, 330, 0.500000
4780, 18162, 929, 4, 353, 0.500000
5380, 35475, 875, 4, 435, 0.500000
6147, 9641, 1058, 9, 331, 0.500000
6623, -17584, 855, 4, 414, 1.500000
