8695, 1058, 1600
8716, -4610, 1062
8737, -19258, 740
8758, 6071, 793
8778, -10734, 1075
8799, 12434, 1247
8820, 18591, 1164
8965, -27981, 830
8986, 31021, 821
9007, 14182, 812
9028, 17999, 823
9048, -157, 812
9069, -30336, 868
9090, -5525, 894
9111, 18709, 967
9132, -12824, 1069
9153, -27925, 1091
9174, 11158, 1088
9195, 653, 1135
9216, 19439, 1239
9237, -18242, 1344
9258, 15891, 1343
9279, 25525, 1208
9300, -5324, 1104
9321, -2657, 1387
9342, 14871, 1648
9362, -21848, 1223
9383, 23151, 1125
9404, 30623, 1041
9425, 25018, 1059
9445, -18363, 1157
9466, 12534, 1139
9487, 3761, 1069
9590, 6684, 865
9611, 4736, 828
9631, -3594, 783
9652, 23010, 744
9673, -30262, 747
9694, -24140, 794
9715, 32522, 853
9736, -32248, 869
9757, -18973, 846
9778, 26343, 881
9798, 22676, 972
9819, -12297, 1047
9840, 6625, 1082
9861, -10578, 1059
9882, -7025, 1254
9903, -11905, 1386
9924, 20229, 1220
9945, -16370, 1069
9966, 1194, 979
9987, 3277, 928
10008, -25143, 1111
10029, 8026, 1275
10050, -9190, 1232
10154, -29306, 853
10175, 10037, 828
10196, 21216, 833
10216, 31094, 853
10237, 2037, 863
10258, 15630, 874
10279, 24432, 907
10300, 28541, 894
10320, 1455, 924
10341, -31602, 951
10362, 17737, 1066
10383, -10309, 1179
10404, 16312, 1263
10425, 17700, 1243
10446, 4538, 1333
10467, 13151, 1581
10488, 20994, 1486
10530, 29300, 1080
10551, -12120, 1036
10572, -24058, 1025
10593, 21364, 1158
10613, -11839, 1198
10634, -20145, 1134
10655, -2642, 1104
10676, 28412, 1090
10697, -30299, 1082
10802, 4078, 776
10823, 4816, 756
10843, -23669, 770
10864, -14733, 790
10885, -12264, 808
10906, 14729, 818
10926, -16413, 854
10947, 5584, 928
10968, 22233, 1000
10989, 10133, 1014
11010, 31562, 973
11031, 31930, 1204
11052, 5041, 1584
11073, 14814, 1567
11094, 28333, 1317
11115, 3008, 1141
11136, -7332, 1031
11157, 32444, 1094
11178, -4593, 1144
11199, 21882, 1073
11282, -10935, 882
11303, 13175, 829
11324, 11723, 776
11345, -2850, 740
11366, -16808, 761
11387, 10784, 798
11408, -259, 886
11428, -17382, 937
11449, 13642, 914
11470, 30118, 928
11491, 6305, 1007
11512, 27136, 1111
11533, -22193, 1223
11554, -5324, 1294
11575, -15537, 1357
11595, -19685, 1558
11616, -15820, 1563
11637, -8253, 1278
11658, -25544, 1096
11679, -5482, 1045
11700, 21221, 1061
11721, 16293, 1204
11742, 25323, 1232
11930, -21596, 786
11951, 12497, 779
11972, 13168, 795
11993, 5409, 824
12014, 31883, 840
12035, 29305, 855
12055, -27958, 898
12076, 16364, 977
12097, 12020, 1031
12118, 4576, 1012
12139, 10305, 996
12159, -15631, 1283
12180, -17310, 1491
12201, -31925, 1247
12222, 614, 995
12243, 5394, 1018
12264, 27791, 1162
12285, 7938, 1215
12306, -998, 1111
12390, 18110, 908
12411, 17302, 830
12432, -31324, 765
12452, 30679, 784
12473, -25006, 887
12494, 32605, 994
12515, -30243, 1018
12536, 13611, 1009
12557, -13909, 996
12577, 29500, 1008
12598, 31334, 1048
12619, 21090, 1119
12640, -13641, 1198
12661, -14700, 1224
12682, 27896, 1184
12703, -11663, 1550
12724, -8602, 1390
12766, 23110, 1056
12787, 28697, 1073
12808, -26252, 1165
12828, -8662, 1234
12849, 6992, 1188
13017, 12592, 836
13038, 5239, 811
