10424, 2627, 933, 4, 335, 0.500000
10798, 22659, 1065, 9, 333, 0.500000
11298, -11565, 994, 4, 333, 1.500000
11883, 885, 1003, 9, 334, 0.500000
12947, -10368, 1105, 9, 333, 1.500000
13322, -1426, 1275, 9, 333, 1.500000
13803, -6859, 938, 4, 481, 1.500000
14282, -21043, 946, 4, 417, 1.500000
15845, 19842, 1105, 9, 875, 0.500000
16492, -19740, 1052, 9, 334, 1.500000
16885, -23743, 902, 4, 331, 1.500000
17465, 21314, 824, 4, 333, 0.500000
17904, -10003, 1100, 9, 355, 1.500000
18280, -9690, 1008, 9, 335, 1.500000
19031, -3786, 917, 4, 334, 1.500000
19426, -12526, 1351, 9, 333, 1.500000
20260, 2498, 1209, 9, 334, 0.500000
20865, -21490, 1301, 9, 333, 1.500000
21220, 20232, 1013, 9, 334, 0.500000
21784, -26226, 985, 4, 334, 1.500000
22348, -26410, 1123, 9, 356, 1.500000
23286, 25993, 1048, 9, 584, 0.500000
23701, 12676, 1237, 9, 352, 0.500000
24552, -13968, 1054, 9, 496, 1.500000
25093, -29728, 839, 4, 332, 1.500000
25821, -12575, 924, 4, 333, 1.500000
26175, 11467, 989, 4, 334, 0.500000
26884, 15966, 868, 4, 334, 0.500000
27279, -19331, 966, 4, 333, 1.500000
28008, -61, 866, 4, 334, 1.500000
28364, 5164, 846, 4, 356, 0.500000
28843, -22171, 1228, 9, 333, 1.500000
29176, 14512, 972, 4, 333, 0.500000
29531, -4905, 948, 4, 334, 1.500000
30239, 30835, 861, 4, 395, 0.500000
30966, -6867, 1063, 9, 332, 1.500000
31592, 25497, 1052, 9, 437, 0.500000
32820, 3641, 942, 4, 373, 0.500000
33361, -18494, 1013, 9, 396, 1.500000
33716, 14582, 1223, 9, 334, 0.500000
34196, -599, 1168, 9, 334, 1.500000
34530, -1153, 930, 4, 334, 1.500000
34863, -22383, 1324, 9, 333, 1.500000
35322, 6081, 1259, 9, 333, 0.500000
35990, -29366, 1144, 9, 334, 1.500000
36365, 8560, 973, 4, 334, 0.500000
36824, 15212, 1061, 9, 334, 0.500000
37325, 31051, 976, 4, 335, 0.500000
37928, 28271, 974, 4, 334, 0.500000
38595, -21720, 943, 4, 333, 1.500000
39116, -4340, 1024, 9, 354, 1.500000
39450, 26351, 892, 4, 334, 0.500000
40095, -20970, 1014, 9, 624, 1.500000
40490, -6439, 1228, 9, 332, 1.500000
41196, 18933, 1142, 9, 455, 0.500000
42506, 1613, 860, 4, 374, 0.500000
42881, -19345, 1237, 9, 334, 1.500000
43673, 24230, 905, 4, 334, 0.500000
44090, -15889, 1081, 9, 375, 1.500000
44695, 9438, 931, 4, 334, 0.500000
45716, -17625, 1183, 9, 334, 1.500000
46403, -27842, 1014, 9, 540, 1.500000
47133, -7592, 967, 4, 438, 1.500000
48028, -14741, 987, 4, 769, 1.500000
48505, 22007, 1117, 9, 331, 0.500000
49251, -9949, 811, 4, 330, 1.500000
49667, 11084, 1052, 9, 395, 0.500000
50084, -24329, 994, 4, 333, 1.500000
50439, 1845, 1000, 9, 334, 0.500000
51188, 24226, 776, 4, 333, 0.500000
51896, -7717, 1309, 9, 333, 1.500000
52272, -13764, 892, 4, 376, 1.500000
52793, 11802, 893, 4, 355, 0.500000
53440, 22599, 874, 4, 396, 0.500000
53961, -31979, 991, 4, 334, 1.500000
54378, 13661, 982, 4, 334, 0.500000
55232, -27504, 954, 4, 355, 1.500000
56169, -17441, 1169, 9, 917, 1.500000
56917, -29440, 893, 4, 355, 1.500000
57558, 36180, 900, 4, 579, 0.500000
58244, -3877, 1005, 9, 332, 1.500000
58826, 12936, 881, 4, 331, 0.500000
59202, 14919, 1041, 9, 334, 0.500000
59744, 15372, 1184, 9, 334, 0.500000
60119, 26013, 1059, 9, 333, 0.500000
60495, -2140, 885, 4, 334, 1.500000
60829, -10358, 984, 4, 334, 1.500000
61183, 29209, 825, 4, 333, 0.500000
61767, -287, 816, 4, 333, 1.500000
62101, -34835, 1193, 9, 334, 1.500000
62852, -27013, 889, 4, 397, 1.500000
2010, -10844, 1064, 9, 370, 1.500000
2755, -18831, 883, 4, 332, 1.500000
3171, 28473, 851, 4, 333, 0.500000
3776, 19353, 901, 4, 334, 0.500000
4381, -22624, 1193, 9, 355, 1.500000
4778, -22539, 926, 4, 376, 1.500000
5423, -16631, 1239, 9, 334, 1.500000
6048, -3020, 1291, 9, 333, 1.500000
6423, -20143, 970, 4, 375, 1.500000
7111, -17542, 917, 4, 333, 1.500000
8216, -5921, 935, 4, 1022, 1.500000
8799, -4071, 906, 4, 354, 1.500000
9315, -10550, 703, 4, 330, 1.500000
9877, 26552, 977, 4, 355, 0.500000
10482, 37147, 925, 4, 335, 0.500000
10982, 13410, 841, 4, 333, 0.500000
11378, 28936, 1107, 9, 333, 0.500000
12067, -30980, 916, 4, 334, 1.500000
12610, -1903, 979, 4, 334, 1.500000
13153, -17798, 949, 4, 334, 1.500000
13528, -22064, 1165, 9, 334, 1.500000
13883, 27241, 1418, 9, 334, 0.500000
14343, 26010, 899, 4, 334, 0.500000
14927, -32135, 902, 4, 334, 1.500000
15366, 6444, 964, 4, 397, 0.500000
15991, -22562, 1185, 9, 334, 1.500000
16762, 5318, 903, 4, 354, 0.500000
17201, 7000, 1273, 9, 334, 0.500000
17722, 9547, 1409, 9, 333, 0.500000
18244, -14784, 1075, 9, 334, 1.500000
18786, -467, 1242, 9, 376, 1.500000
19120, -22882, 999, 4, 334, 1.500000
19704, -23692, 1265, 9, 334, 1.500000
20163, -147, 927, 4, 333, 1.500000
20497, 17211, 1011, 9, 334, 0.500000
20998, 12894, 1285, 9, 334, 0.500000
21477, 4205, 899, 4, 333, 0.500000
21832, 13423, 979, 4, 334, 0.500000
22563, 21938, 933, 4, 334, 0.500000
23334, -26970, 1038, 9, 709, 1.500000
24292, 28396, 960, 4, 625, 0.500000
24789, 15894, 769, 4, 374, 0.500000
25206, 8419, 1128, 9, 334, 0.500000
25620, 6827, 981, 4, 331, 0.500000
26121, -24578, 1080, 9, 334, 1.500000
27060, -22256, 1031, 9, 355, 1.500000
27582, -6777, 1182, 9, 335, 1.500000
28165, -27202, 982, 4, 416, 1.500000
28958, 17123, 983, 4, 334, 0.500000
29313, -35990, 1006, 9, 334, 1.500000
30043, -28730, 816, 4, 334, 1.500000
30666, -24391, 1106, 9, 332, 1.500000
31104, -26081, 913, 4, 334, 1.500000
31875, -19123, 973, 4, 459, 1.500000
32272, -15471, 1230, 9, 334, 1.500000
32836, 5622, 957, 4, 334, 0.500000
33251, -24436, 959, 4, 332, 1.500000
33813, 7832, 828, 4, 332, 0.500000
34210, 20821, 981, 4, 334, 0.500000
34690, -9853, 1165, 9, 334, 1.500000
35357, 19618, 925, 4, 417, 0.500000
35732, -24981, 958, 4, 334, 1.500000
37088, -945, 898, 4, 334, 1.500000
37422, 21361, 1111, 9, 334, 0.500000
37797, 6330, 1187, 9, 333, 0.500000
38423, 18395, 1021, 9, 333, 0.500000
39486, 28056, 881, 4, 459, 0.500000
40297, 15043, 1078, 9, 436, 0.500000
40899, 1213, 1304, 9, 332, 0.500000
41543, -14381, 906, 4, 373, 1.500000
42252, -1274, 906, 4, 376, 1.500000
42836, -15589, 1035, 9, 396, 1.500000
43504, -15248, 856, 4, 333, 1.500000
43942, -23514, 1002, 9, 334, 1.500000
44441, 21832, 1160, 9, 334, 0.500000
45088, -12304, 1008, 9, 334, 1.500000
45546, 2896, 1220, 9, 334, 0.500000
46233, 911, 1012, 9, 354, 0.500000
46838, 30988, 800, 4, 335, 0.500000
47192, 10955, 1253, 9, 334, 0.500000
48295, -2140, 1085, 9, 438, 1.500000
48877, 1175, 986, 4, 582, 0.500000
49252, -5147, 1181, 9, 333, 1.500000
49605, -22862, 971, 4, 332, 1.500000
50020, 31676, 824, 4, 331, 0.500000
50686, 25935, 883, 4, 334, 0.500000
51331, -6463, 1072, 9, 332, 1.500000
51749, 3333, 940, 4, 334, 0.500000
52228, 4137, 982, 4, 458, 0.500000
52895, -4848, 953, 4, 396, 1.500000
53394, 2373, 853, 4, 499, 0.500000
54081, -20791, 870, 4, 334, 1.500000
54518, -30908, 929, 4, 395, 1.500000
54892, -5302, 1118, 9, 332, 0.500000
55227, 30221, 843, 4, 335, 0.500000
55707, -28900, 939, 4, 397, 1.500000
56144, -30292, 1092, 9, 334, 1.500000
56498, 24948, 998, 4, 333, 0.500000
57102, 11826, 1022, 9, 499, 0.500000
57499, -19580, 899, 4, 334, 1.500000
57851, 24469, 933, 4, 331, 0.500000
58432, -10123, 720, 4, 352, 1.500000
58786, 2873, 1351, 9, 333, 0.500000
59244, -31818, 1041, 9, 333, 1.500000
59953, 23601, 947, 4, 333, 0.500000
60308, -13956, 884, 4, 334, 1.500000
60662, -24020, 1007, 9, 334, 1.500000
61330, 6254, 930, 4, 397, 0.500000
62248, -4291, 999, 4, 335, 1.500000
62582, 33223, 850, 4, 334, 0.500000
62978, 29411, 898, 4, 334, 0.500000
63604, -4357, 906, 4, 334, 1.500000
64209, -16921, 959, 4, 605, 1.500000
65167, -28005, 1122, 9, 771, 1.500000
65748, 19662, 874, 4, 436, 0.500000
66164, 30571, 1092, 9, 332, 0.500000
66537, -16095, 887, 4, 331, 1.500000
67036, -1247, 1051, 9, 332, 1.500000
67850, 31471, 950, 4, 333, 0.500000
69245, 16924, 877, 4, 334, 0.500000
69766, 26618, 982, 4, 355, 0.500000
70141, 3741, 1299, 9, 333, 0.500000
70974, 12262, 893, 4, 333, 0.500000
71537, -18808, 1021, 9, 334, 1.500000
72162, -4463, 887, 4, 479, 1.500000
73308, 37182, 1050, 9, 1021, 0.500000
73682, 31473, 1055, 9, 333, 0.500000
74448, -14018, 844, 4, 413, 1.500000
75114, 28451, 952, 4, 355, 0.500000
75635, 30583, 935, 4, 355, 0.500000
76343, 16190, 807, 4, 333, 0.500000
76905, -14766, 1047, 9, 333, 1.500000
77572, 13792, 904, 4, 333, 0.500000
78031, -25463, 992, 4, 334, 1.500000
78531, -17867, 911, 4, 333, 1.500000
79031, 7794, 928, 4, 397, 0.500000
79678, 6480, 923, 4, 585, 0.500000
1619, -6020, 1101, 9, 369, 1.500000
2320, -34003, 1087, 9, 392, 1.500000
3444, -29062, 1208, 9, 334, 1.500000
4402, -20411, 978, 4, 334, 1.500000
4839, 16374, 1144, 9, 333, 1.500000
5256, -9967, 935, 4, 376, 1.500000
5673, -693, 940, 4, 355, 1.500000
6006, -21900, 858, 4, 333, 1.500000
6819, -28466, 778, 4, 354, 1.500000
7528, -21772, 1120, 9, 625, 1.500000
8446, -39072, 939, 4, 480, 1.500000
8797, -1501, 830, 4, 330, 1.500000
9442, -13310, 1368, 9, 334, 1.500000
10170, -19537, 1127, 9, 334, 1.500000
10544, -7021, 1247, 9, 333, 1.500000
11169, 15984, 1241, 9, 333, 0.500000
11878, -31541, 1084, 9, 334, 1.500000
12274, -27455, 1062, 9, 355, 1.500000
12817, 2161, 946, 4, 418, 0.500000
13482, 8548, 1441, 9, 333, 0.500000
13858, -2989, 987, 4, 334, 1.500000
14315, 17565, 1000, 9, 457, 0.500000
14941, 10940, 850, 4, 418, 0.500000
15729, 14296, 992, 4, 456, 0.500000
16914, -21638, 872, 4, 330, 1.500000
17622, -12854, 1191, 9, 334, 1.500000
18248, -13118, 995, 4, 334, 1.500000
18936, 33555, 982, 4, 542, 0.500000
19686, 25753, 984, 4, 334, 0.500000
20102, -11643, 1031, 9, 333, 1.500000
20476, 7932, 1231, 9, 333, 0.500000
21519, 1200, 1387, 9, 334, 0.500000
21893, -12917, 930, 4, 333, 1.500000
22289, 29268, 1122, 9, 333, 0.500000
23143, 6215, 1113, 9, 479, 0.500000
23787, 28307, 830, 4, 332, 0.500000
24514, 115, 1321, 9, 331, 0.500000
24890, -18481, 839, 4, 334, 1.500000
25264, -10736, 1179, 9, 333, 1.500000
25932, 8223, 794, 4, 334, 0.500000
26495, -12773, 857, 4, 376, 1.500000
27705, 4363, 923, 4, 334, 0.500000
28142, 18531, 930, 4, 334, 0.500000
29060, -2809, 1238, 9, 334, 1.500000
29435, 24616, 1013, 9, 375, 0.500000
30123, 24446, 907, 4, 542, 0.500000
30852, -25448, 1023, 9, 457, 1.500000
31185, -31503, 922, 4, 333, 1.500000
31558, -19190, 1107, 9, 332, 1.500000
31911, 7803, 827, 4, 332, 0.500000
32950, -22774, 810, 4, 332, 1.500000
33680, 8946, 1035, 9, 334, 0.500000
34597, -19899, 1075, 9, 333, 1.500000
35369, -14209, 923, 4, 417, 1.500000
35722, 8322, 906, 4, 333, 0.500000
36077, -27141, 914, 4, 334, 1.500000
36555, -21003, 948, 4, 333, 1.500000
37201, 16219, 858, 4, 333, 0.500000
37680, -15624, 911, 4, 333, 1.500000
38117, 11186, 1389, 9, 333, 0.500000
38576, 24783, 1225, 9, 438, 0.500000
39304, -24786, 972, 4, 395, 1.500000
39949, 19984, 835, 4, 395, 0.500000
40613, 5659, 1064, 9, 332, 0.500000
41299, 16528, 1344, 9, 331, 0.500000
41925, -23590, 1043, 9, 334, 1.500000
42341, -18014, 932, 4, 333, 1.500000
42758, 25941, 905, 4, 334, 0.500000
43196, -22399, 1163, 9, 334, 1.500000
43696, -27956, 1224, 9, 333, 1.500000
44196, 4183, 1053, 9, 333, 0.500000
44800, 11588, 1139, 9, 333, 0.500000
45384, -26859, 1079, 9, 334, 1.500000
46487, -6131, 1027, 9, 499, 1.500000
47383, -31278, 1886, 12, 333, 1.500000
48318, 21397, 842, 4, 396, 0.500000
48982, -37123, 1030, 9, 331, 1.500000
49566, 20903, 757, 4, 333, 0.500000
50190, 15469, 1261, 9, 333, 0.500000
50586, -13212, 908, 4, 354, 1.500000
51066, 7322, 872, 4, 417, 0.500000
51733, 26720, 955, 4, 334, 0.500000
52294, 33853, 998, 4, 457, 0.500000
52690, -16477, 1309, 9, 334, 1.500000
53191, 23945, 1002, 9, 459, 0.500000
53544, 26630, 995, 4, 332, 0.500000
54002, 18624, 1272, 9, 334, 0.500000
54439, 6098, 1057, 9, 333, 0.500000
54937, 4332, 1423, 9, 332, 0.500000
55768, -10158, 1040, 9, 456, 1.500000
56331, 4805, 1070, 9, 334, 0.500000
57059, 10355, 847, 4, 332, 0.500000
57683, -7693, 1380, 9, 332, 1.500000
58017, -34112, 923, 4, 334, 1.500000
58601, -28188, 1050, 9, 333, 1.500000
58977, 23128, 1230, 9, 334, 0.500000
59624, -4336, 971, 4, 501, 1.500000
59957, -16133, 1346, 9, 333, 1.500000
60311, -20631, 884, 4, 333, 1.500000
60872, 19869, 953, 4, 457, 0.500000
61268, 15976, 1141, 9, 334, 0.500000
61810, -25203, 1635, 12, 334, 1.500000
62288, -16842, 983, 4, 457, 1.500000
62642, 15597, 1248, 9, 334, 0.500000
63058, 23020, 1341, 9, 333, 0.500000
63492, -24622, 879, 4, 330, 1.500000
64013, -15050, 888, 4, 334, 1.500000
64367, 12567, 917, 4, 333, 0.500000
64741, 22908, 1080, 9, 332, 0.500000
65242, 4625, 826, 4, 334, 0.500000
65721, 7014, 913, 4, 334, 0.500000
66263, 33418, 1148, 9, 334, 0.500000
66867, 35234, 889, 4, 438, 0.500000
67346, 12631, 1214, 9, 334, 0.500000
68053, -21833, 951, 4, 332, 1.500000
68532, -18752, 1247, 9, 334, 1.500000
69300, -5403, 986, 4, 456, 1.500000
69988, -6360, 844, 4, 563, 1.500000
70881, -1364, 975, 4, 872, 1.500000
71213, 21344, 1030, 9, 332, 0.500000
72062, -6939, 825, 4, 516, 1.500000
72478, 26022, 1160, 9, 333, 0.500000
73186, 28308, 917, 4, 334, 0.500000
73810, -10048, 843, 4, 375, 1.500000
74455, 3451, 917, 4, 333, 0.500000
75017, -12820, 972, 4, 332, 1.500000
75557, 25039, 969, 4, 332, 0.500000
76015, 19064, 1176, 9, 334, 0.500000
76640, 15534, 981, 4, 355, 0.500000
77222, 12298, 986, 4, 458, 0.500000
77846, -16625, 1058, 9, 603, 1.500000
78530, -26278, 1007, 9, 560, 1.500000
79153, 4925, 970, 4, 372, 0.500000
79881, -22317, 732, 4, 331, 1.500000
80296, -10995, 877, 4, 374, 1.500000
80670, 516, 1051, 9, 333, 0.500000
81170, -24564, 1392, 9, 333, 1.500000
82399, -23671, 1053, 9, 333, 1.500000
83210, -6723, 987, 4, 354, 1.500000
83543, -12425, 1105, 9, 333, 1.500000
83918, -3971, 1198, 9, 333, 1.500000
84313, 3310, 930, 4, 354, 0.500000
84812, -34484, 834, 4, 374, 1.500000
85665, 29647, 1068, 9, 332, 0.500000
86081, 14612, 1012, 9, 333, 0.500000
86706, 3700, 943, 4, 542, 0.500000
87392, 24450, 1117, 9, 603, 0.500000
88036, 35185, 835, 4, 331, 0.500000
88412, -10698, 787, 4, 334, 1.500000
89012, -12918, 932, 4, 332, 1.500000
89513, -28230, 808, 4, 334, 1.500000
90179, 10217, 1088, 9, 333, 0.500000
90596, -19737, 908, 4, 333, 1.500000
91159, -6974, 886, 4, 334, 1.500000
91575, 23429, 1125, 9, 354, 0.500000
92220, 29612, 795, 4, 395, 0.500000
92967, 17733, 885, 4, 332, 0.500000
93384, -33371, 900, 4, 354, 1.500000
94010, 17915, 941, 4, 355, 0.500000
94488, -15862, 1117, 9, 355, 1.500000
2156, 5403, 1017, 9, 330, 0.500000
2856, -24054, 849, 4, 329, 1.500000
3209, -1195, 1210, 9, 332, 1.500000
3605, -28280, 1202, 9, 375, 1.500000
3978, 11711, 824, 4, 332, 0.500000
4788, -915, 1344, 9, 333, 1.500000
5121, -17225, 818, 4, 333, 1.500000
5620, -4440, 849, 4, 334, 1.500000
6183, -27830, 845, 4, 417, 1.500000
7517, -6493, 979, 4, 333, 1.500000
7996, -26530, 1019, 9, 458, 1.500000
8829, -14516, 989, 4, 667, 1.500000
9391, -8782, 866, 4, 374, 1.500000
9850, -23134, 848, 4, 333, 1.500000
10743, -24665, 982, 4, 333, 1.500000
11244, 217, 938, 4, 376, 0.500000
11847, -20762, 1038, 9, 417, 1.500000
12409, -32288, 900, 4, 397, 1.500000
13055, -23773, 979, 4, 354, 1.500000
13576, -4611, 912, 4, 439, 1.500000
14056, -10157, 991, 4, 397, 1.500000
14451, 22514, 995, 4, 333, 1.500000
15347, -9181, 880, 4, 521, 1.500000
15951, 26092, 882, 4, 521, 0.500000
16617, 24014, 1003, 9, 604, 0.500000
18074, -4522, 854, 4, 1227, 1.500000
18407, -17530, 1147, 9, 333, 1.500000
18779, -30277, 869, 4, 372, 1.500000
19378, -5242, 892, 4, 331, 1.500000
19981, 19426, 898, 4, 582, 0.500000
20583, -18656, 865, 4, 520, 1.500000
21227, -25672, 910, 4, 332, 1.500000
21769, 13980, 863, 4, 334, 0.500000
22393, -25716, 942, 4, 375, 1.500000
22913, -12954, 957, 4, 499, 1.500000
23287, -28022, 1092, 9, 333, 1.500000
23661, -19207, 852, 4, 332, 1.500000
24181, 7244, 918, 4, 353, 0.500000
24577, 14314, 1175, 9, 334, 0.500000
25512, -14185, 974, 4, 456, 1.500000
26365, -19817, 978, 4, 665, 1.500000
27008, 16929, 820, 4, 394, 0.500000
27691, -33247, 1019, 9, 662, 1.500000
28294, -19855, 967, 4, 561, 1.500000
28649, 22952, 905, 4, 334, 0.500000
29520, -7711, 930, 4, 457, 1.500000
30124, 16974, 906, 4, 375, 0.500000
30706, 14381, 816, 4, 332, 0.500000
31391, 17585, 891, 4, 415, 0.500000
31994, -20259, 882, 4, 561, 1.500000
32617, 2003, 910, 4, 498, 0.500000
33157, 4176, 850, 4, 332, 0.500000
33884, 12436, 880, 4, 624, 0.500000
34571, -14345, 934, 4, 457, 1.500000
35402, 9630, 1027, 9, 581, 0.500000
36107, -18098, 870, 4, 581, 1.500000
36750, 34499, 902, 4, 518, 0.500000
